Item	Page_Lines	Para	Text
457	74.1 - 74.2	TITLE III SEC. 301.(e)(5)(A)	gross income for purposes of the Internal Revenue Code of 1986; and
458	74.3 - 74.5	TITLE III SEC. 301.(e)(5)(B)	for purposes of section 3101 of such Code, wages received by the individual with respect to employment.
459	74.6 - 74.23	TITLE III SEC. 301.(e)(6)	TRANSFER TO FEDERAL OLD-AGE AND SURVIVORS INSURANCE TRUST FUND.—There are hereby appropriated to the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund established under section 201 of the Social Security Act (42 U.S.C. 401) amounts equal to the amount of taxes that would otherwise have been imposed under section 3111(a) of the Internal Revenue Code of 1986 if the amounts provided to qualified individuals under this subsection were treated as wages paid by the employer with respect to employment. Amounts appropriated by the preceding sentence shall be transferred from the general fund at such times and in such manner as to replicate to the extent possible the transfers which would have otherwise occurred to such Trust Fund pursuant to the treatment described in the preceding sentence.
460	74.24 - 74.24	TITLE III SEC. 301.(f)	HEALTH INSURANCE BENEFITS.—
461	75.1 - 75.2	TITLE III SEC. 301.(f)(1)	IN GENERAL.—The Secretary shall provide the following health insurance benefits:
462	75.3 - 75.18	TITLE III SEC. 301.(f)(1)(A)	In the case of a qualified individual who is receiving continuation coverage pursuant to part 6 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1161 et seq.) and section 4980B of the Internal Revenue Code of 1986, the Secretary shall transfer, each month, to the group health plan (or health insurance issuer offering health insurance coverage in connection with such a plan) of such qualified individual, the amount required to cover the same percentage of the qualified individual’s monthly premium (including coverage for any qualified beneficiaries) that such individual’s former employer contributed toward such premium during the individual’s employment.
463	75.19 - 76.11	TITLE III SEC. 301.(f)(1)(B)	In the case of a qualified individual who is not eligible for continuation coverage as described in subparagraph (A), the Secretary shall transfer to the qualified individual, each month, an amount equal to the amount that the individual’s former employer contributed each month towards premiums for enrollment of the individual and qualified beneficiaries in a group health plan (including any health insurance coverage offered in connection with such a plan), adjusted in accordance with the average increase in health insurance premiums in the individual market in the applicable State. This amount shall not be considered as gross income for purposes of the Internal Revenue Code of 1986 provided that the individual provides proof that it has been used to purchase health insurance coverage.
464	76.12 - 77.2	TITLE III SEC. 301.(f)(2)	REDUCTION OF PREMIUMS PAYABLE BY INDIVIDUALS.—In the case of a qualified individual and qualified beneficiaries receiving benefits described in paragraph (1)(A) during the applicable period of coverage described in paragraph (3)(A), such individual and beneficiaries shall be treated for purposes of part 6 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1161 et seq.) and section 4980B of the Internal Revenue Code of 1986 as having paid in full the amount of such premium for a month if such qualified individual and qualified beneficiary pays the total monthly premium due, less the amount of benefits paid on behalf of such individual and beneficiaries pursuant to paragraph (1)(A).
465	77.3 - 77.5	TITLE III SEC. 301.(f)(3)	PERIOD OF COVERAGE WITH RESPECT TO COBRA CONTINUATION COVERAGE.—For purposes of this subsection, the following shall apply:
466	77.6 - 77.19	TITLE III SEC. 301.(f)(3)(A)	IN GENERAL.—Subject to subparagraph (B), with respect to a qualified individual or qualified beneficiary who is receiving continuation coverage pursuant to part 6 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1161 et seq.) and 4980B of the Internal Revenue Code of 1986, the period of coverage described in section 602(2) of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1162(2)) and section 4980B(f)(2)(B) of the Internal Revenue Code of 1986 is deemed to extend to the date which is 5 years after termination of the qualified individual’s employment.
467	77.20 - 78.3	TITLE III SEC. 301.(f)(3)(B)	END OF PLAN.—With respect to a qualified individual and qualified beneficiaries described in subparagraph (A), if the employer ceases to provide any group health plan to any employee before the period of coverage described in such subparagraph ends, or if the qualified individual and qualified beneficiaries become ineligible for continuation coverage (other than for reasons described in paragraph (4)(A)(ii)), such qualified individual and qualified beneficiaries shall be eligible for benefits described in paragraph (1)(B).
469	78.7 - 78.7	TITLE III SEC. 301.(f)(4)	DURATION OF BENEFITS.—
470	78.8 - 78.11	TITLE III SEC. 301.(f)(4)(A)	BENEFITS WITH RESPECT TO COBRA CONTINUATION COVERAGE.—The benefits described in paragraph (1)(A) shall continue until the earlier of—
471	78.12 - 78.13	TITLE III SEC. 301.(f)(4)(A)(i)	the date that is 5 years after closure of a coal mine or coal power plant; or
472	78.14 - 78.22	TITLE III SEC. 301.(f)(4)(A)(ii)	the date on which the qualified individual or qualified beneficiary becomes ineligible for continuation coverage pursuant to subparagraph (C) or (D)(ii) of section 602(2) of Employee Retirement Income Security Act of 1974 (29 U.S.C. 1162(2)) or clause (iii) or (iv) of section 4980B(f)(2)(B) of the Internal Revenue Code of 1986.
473	78.23 - 78.25	TITLE III SEC. 301.(f)(4)(B)	OTHER BENEFITS.—The benefits described in paragraph (1)(B) shall continue until the earlier of—
474	79.1 - 79.2	TITLE III SEC. 301.(f)(4)(B)(i)	the date that is 5 years after closure of a coal mine or coal power plant; or
475	79.3 - 79.7	TITLE III SEC. 301.(f)(4)(B)(ii)	the date on which the qualified individual or qualified beneficiary becomes eligible for benefits under title XVIII of the Social Security Act (42 U.S.C. 1395 et seq.).
476	79.8 - 79.15	TITLE III SEC. 301.(f)(4)(C)	SPECIAL RULE.—With respect to a qualified individual and qualified beneficiaries, section 602(2)(C) of the Employee Retirement Income Security Act of 1974 and section 4980B(f)(2)(B)(iii) of the Internal Revenue Code of 1986 shall apply only if, with respect to such individual and beneficiaries, at least 2 consecutive premium payments are not made.
477	79.16 - 79.16	TITLE III SEC. 301.(f)(5)	DEFINITIONS.—In this subsection—
478	79.17 - 79.21	TITLE III SEC. 301.(f)(5)(A)	the terms ‘‘group health plan’’, ‘‘health insurance coverage’’, and ‘‘health insurance issuer’’ have the meanings given such terms in section 733 of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1191b); and
479	79.22 - 79.25	TITLE III SEC. 301.(f)(5)(B)	the term ‘‘qualified beneficiary’’ has the meaning given such term in section 607(3)(A) of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1167(3)(A)).
480	80.1 - 80.1	TITLE III SEC. 301.(g)	RETIREMENT SAVINGS CONTRIBUTIONS.—
481	80.2 - 80.11	TITLE III SEC. 301.(g)(1)	IN GENERAL.—In the case of a qualified individual, the Secretary shall pay to such individual amounts equal to the amount of employer contributions (other than elective deferrals) which were made to a qualified retirement plan (as defined in section 4974(c) of the Internal Revenue Code of 1986) of the individual as of the last month the individual was employed by the employer. Such payments shall be made on the same schedule as employer contributions under the plan.
482	80.12 - 80.17	TITLE III SEC. 301.(g)(2)	LIMITATION.—No payment shall be made under paragraph (1) after the date which is 60 months after the closure of the coal mine or coal power plant at which the individual was employed, unless such payment is made with respect to a period ending before such date.
483	80.18 - 80.24	TITLE III SEC. 301.(g)(3)	TAX TREATMENT OF CONTRIBUTIONS.—If the qualified individual demonstrates that the payments made under paragraph (1) are contributed to a qualified retirement plan (as so defined) of the individual, such payments shall be treated for purposes of the Internal Revenue Code of 1986 as if they had been made as employer contributions.
484	80.25 - 80.25	TITLE III SEC. 301.(h)	EDUCATIONAL BENEFITS.—
485	81.1 - 81.1	TITLE III SEC. 301.(h)(1)	DEFINITIONS.—In this subsection:
486	81.2 - 81.4	TITLE III SEC. 301.(h)(1)(A)	CHILD.—The term ‘‘child’’ means, with respect to any qualified individual, a son or daughter of such individual.
487	81.5 - 81.12	TITLE III SEC. 301.(h)(1)(B)	PUBLIC, IN-STATE INSTITUTION OR VOCATIONAL SCHOOL.—The term ‘‘public, inState institution or vocational school’’ means a public institution of higher education (as defined in section 101(a) of the Higher Education Act of 1965 (20 U.S.C. 1001(a)), or a public vocational school, of the State in which the qualified individual or child resides.
488	81.13 - 81.19	TITLE III SEC. 301.(h)(2)	IN GENERAL.—The Secretary of Education shall carry out a program of educational assistance for any qualified individual and child of a qualified individual that is comparable to the program of education assistance administered by the Secretary of Veterans Affairs under chapter 33 of title 38, United States Code, except that—
489	81.20 - 81.23	TITLE III SEC. 301.(h)(2)(A)	a qualified individual, and each child of a qualified individual, may receive the educational assistance provided under the program; and
490	81.24 - 81.25	TITLE III SEC. 301.(h)(2)(B)	the educational assistance shall only be available for use—
491	82.1 - 82.2	TITLE III SEC. 301.(h)(2)(B)(i)	at a public, in-State institution or vocational school; or
492	82.3 - 82.10	TITLE III SEC. 301.(h)(2)(B)(ii)	for a program of training services included on the most recent list of eligible training programs issued under section 122(d) of the Workforce Innovation and Opportunity Act (29 U.S.C. 3152(d)) by the Governor of the State in which the qualified individual or child of a qualified individual resides.
493	82.11 - 82.15	TITLE III SEC. 301.(i)	APPROPRIATION.—Except as provided in subsection (c), out of any money in the Treasury not otherwise appropriated, there shall be appropriated such sums as are necessary to carry out the purposes of this section, to remain available until expended.
494	82.16 - 82.16	TITLE III SEC. 302.	LOCAL REVENUE REPLENISHMENT.
495	82.17 - 82.17	TITLE III SEC. 302.(a)	DEFINITIONS.—In this section:
496	82.18 - 82.19	TITLE III SEC. 302.(a)(1)	ELIGIBLE COUNTY.—The term ‘‘eligible county’’ means a county in which—
497	82.20 - 82.23	TITLE III SEC. 302.(a)(1)(A)	a coal mine or coal power plant is located that, after the date of enactment of this Act, ceases to produce coal or electric power for a period of not less than 180 days; and
498	82.24 - 83.2	TITLE III SEC. 302.(a)(1)(B)	as of the date of enactment of this Act, not less than 0.1 percent of all jobs are at coal mines or coal power plants, as determined by the Secretary.
499	83.3 - 83.5	TITLE III SEC. 302.(a)(2)	ELIGIBLE TRIBAL GOVERNMENT.—The term ‘‘eligible Tribal government’’ means a Tribal government in the Indian country of which—
500	83.6 - 83.9	TITLE III SEC. 302.(a)(2)(A)	a coal mine or coal power plant is located that, after the date of enactment of this Act, ceases to produce coal or electric power for a period of not less than 180 days; and
501	83.10 - 83.13	TITLE III SEC. 302.(a)(2)(B)	as of the date of enactment of this Act, not less than 0.1 percent of all jobs are at coal mines or coal power plants, as determined by the Secretary.
502	83.14 - 83.16	TITLE III SEC. 302.(a)(3)	INDIAN COUNTRY.—The term ‘‘Indian country’’ has the meaning given the term in section 1151 of title 18, United States Code.
503	83.17 - 83.18	TITLE III SEC. 302.(a)(4)	LOCAL REVENUE REPLENISHMENT AMOUNT.—
504	83.19 - 83.24	TITLE III SEC. 302.(a)(4)(A)	IN GENERAL.—The term ‘‘local revenue replenishment amount’’, with respect to an eligible county or eligible Tribal government, means an amount equal to the applicable percentage of the lost revenue amount for the applicable 12-month period.
505	84.1 - 84.4	TITLE III SEC. 302.(a)(4)(B)	APPLICABLE PERCENTAGE.—For purposes of subparagraph (A), the term ‘‘applicable percentage’’ means an amount (not less than zero), expressed as a percentage, equal to—
506	84.5 - 84.8	TITLE III SEC. 302.(a)(4)(B)(i)	for the first 12-month period following the month in which the applicable coal mine or coal power plant ceased all economic activity, 100 percent; and
507	84.9 - 84.13	TITLE III SEC. 302.(a)(4)(B)(ii)	for each subsequent 12-month period following the 12-month period referred to in clause (i), the applicable percentage for the preceding 12-month period minus 10 percentage points.
508	84.14 - 84.24	TITLE III SEC. 302.(a)(5)	LOST REVENUE AMOUNT.—The term ‘‘lost revenue amount’’, with respect to an eligible county or eligible Tribal government, means the amount of revenue lost by the eligible county or eligible Tribal government during a 12-month period due to the cessation of production of coal or electric power at the applicable coal mine or coal power plant, including revenue lost by subgovernmental entities within the eligible county or eligible Tribal government, such as school districts and towns, as determined in accordance with subsection (b)(2).
509	85.1 - 85.2	TITLE III SEC. 302.(a)(6)	SECRETARY.—The term ‘‘Secretary’’ means the Secretary of the Treasury.
510	85.3 - 85.6	TITLE III SEC. 302.(a)(7)	TRIBAL GOVERNMENT.—The term ‘‘Tribal government’’ means the governing body of a federally recognized Indian Tribe (as defined in section 151.2 of title 25, Code of Federal Regulations).
511	85.7 - 85.8	TITLE III SEC. 302.(b)	PAYMENTS TO ELIGIBLE COUNTIES AND ELIGIBLE TRIBAL GOVERNMENTS.—
512	85.9 - 85.15	TITLE III SEC. 302.(b)(1)	IN GENERAL.—On request of an eligible county or eligible Tribal government submitted to the Office of Energy Veterans Assistance established under section 301 for a 12-month period, the Secretary shall pay to the eligible county or eligible Tribal government the local revenue replenishment amount applicable to the 12-month period.
513	85.16 - 85.17	TITLE III SEC. 302.(b)(2)	DETERMINATION OF LOST REVENUE AMOUNT.—
514	85.18 - 85.22	TITLE III SEC. 302.(b)(2)(A)	IN GENERAL.—For purposes of subsection (a)(3), the eligible county or eligible Tribal government may estimate the lost revenue amount for the applicable 12-month period.
515	85.23 - 85.23	TITLE III SEC. 302.(b)(2)(B)	REQUIREMENT.—
516	85.24 - 86.6	TITLE III SEC. 302.(b)(2)(B)(i)	IN GENERAL.—Not later than 90 days after the last day of the applicable 12-month period, the eligible county or eligible Tribal government shall submit to the Secretary for verification documentation demonstrating the actual lost revenue amount for the eligible county or eligible Tribal government.
517	86.7 - 86.16	TITLE III SEC. 302.(b)(2)(B)(ii)	PAYMENT ADJUSTMENT.—If the actual lost revenue amount for a 12-month period is greater than or less than the lost revenue amount estimated under subparagraph (A) for that period, the Secretary shall increase or decrease, as applicable, the payment made to the eligible county or eligible Tribal government under paragraph (1) for the succeeding 12-month period to reflect the difference.
518	86.17 - 86.21	TITLE III SEC. 302.(b)(3)	MAINTENANCE OF FUNDING.—Payments made to eligible counties or eligible Tribal governments under this section shall supplement (and not supplant) other Federal funding made available to eligible counties or eligible Tribal governments.
519	86.22 - 86.25	TITLE III SEC. 302.(b)(4)	DIRECT PAYMENTS.—Payments to eligible counties and eligible Tribal governments made under this section shall be made as direct payments and not as Federal financial assistance.
520	87.1 - 87.2	TITLE III SEC. 302.(c)	REPORTING AND CERTIFICATION REQUIREMENT.—
521	87.3 - 87.7	TITLE III SEC. 302.(c)(1)	IN GENERAL.—Not later than 90 days after the date on which an eligible county or an eligible Tribal government receives a payment under this section, the eligible county or eligible Tribal government shall—
522	87.8 - 87.12	TITLE III SEC. 302.(c)(1)(A)	publicly report any amounts the eligible county or eligible Tribal government has claimed on behalf of any subgovernmental entity in estimating the lost revenue amount for that payment under subsection (b)(2)(A); and
523	87.13 - 87.15	TITLE III SEC. 302.(c)(1)(B)	certify to the Secretary that any such amounts have been transferred to the subgovernmental entity.
524	87.16 - 87.21	TITLE III SEC. 302.(c)(2)	FAILURE TO REPORT AND CERTIFY.—If an eligible county or eligible Tribal government fails to comply with the requirements of paragraph (1) by the deadline described in that paragraph, the eligible county or eligible Tribal government shall not be eligible for future payments under this section.
525	87.22 - 88.2	TITLE III SEC. 302.(d)	MANDATORY FUNDING.—There is appropriated to the Secretary to carry out this section, out of any funds in the Treasury not otherwise appropriated, $3,500,000,000 for each of fiscal years 2022 through 2031, to remain available until expended.
526	88.3 - 88.3	TITLE III SEC. 303.	ENVIRONMENTAL RESTORATION.
527	88.4 - 88.6	TITLE III SEC. 303.(a)	ABANDONED MINE RECLAMATION FUND.—Section 401 of the Surface Mining Control and Reclamation Act of 1977 (30 U.S.C. 1231) is amended—
528	88.7 - 88.10	TITLE III SEC. 303.(a)(1)	in subsection (b), in the matter preceding paragraph (1), by inserting ‘‘amounts transferred under subsection (g) and’’ before ‘‘amounts deposited’’; and
529	88.11 - 88.11	TITLE III SEC. 303.(a)(2)	by adding at the end the following:
530	88.12 - 88.12	[TITLE III SEC. 303.(a)(2)] (g)	TRANSFER OF AMOUNTS TO FUND.—
531	88.13 - 88.16	[TITLE III SEC. 303.(a)(2)] (g)(1)	IN GENERAL.—On October 1, 2022, and on each October 1 thereafter through October 1, 2031, the Secretary of the Treasury shall transfer to the fund $1,100,000,000.
532	88.17 - 88.23	[TITLE III SEC. 303.(a)(2)] (g)(2)	INFLATION ADJUSTMENT.—The amount made available under paragraph (1) for each of fiscal years 2024 through 2032 shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.’’.
533	88.24 - 88.24	TITLE III SEC. 303.(b)	COAL ASH CLEANUP.—
534	89.1 - 89.5	TITLE III SEC. 303.(b)(1)	IN GENERAL.—There are appropriated to the Administrator of the Environmental Protection Agency, out of any funds in the Treasury not otherwise appropriated, for each of fiscal years 2023 through 2032, to remain available until expended—
535	89.6 - 89.9	TITLE III SEC. 303.(b)(1)(A)	$2,000,000 to carry out enforcement actions under the Solid Waste Disposal Act (42 U.S.C. 6901 et seq.) relating to coal ash cleanup;
536	89.10 - 89.14	TITLE III SEC. 303.(b)(1)(B)	$350,000,000 to carry out removals and remedial actions under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (42 U.S.C. 9601 et seq.) on sites—
537	89.15 - 89.17	TITLE III SEC. 303.(b)(1)(B)(i)	that contain coal ash or other hazardous materials relating to the production of electricity from coal; and
538	89.18 - 89.19	TITLE III SEC. 303.(b)(1)(B)(ii)(I)	for which there is no responsible party; or
539	89.20 - 89.23	TITLE III SEC. 303.(b)(1)(B)(ii)(II)	that are owned by rural electric cooperatives or municipalities, in cases in which cleanup costs would cause significant economic harm to ratepayers; and
540	90.1 - 90.3	TITLE III SEC. 303.(b)(1)(C)	$1,500,000 to carry out the Technical Assistance Services for Communities Program of the Environmental Protection Agency.
541	90.4 - 90.5	TITLE III SEC. 303.(b)(2)	INFLATION ADJUSTMENT.—The amount made available under each of subparagraphs (A), (B), and (C) of paragraph (1) for each of fiscal years 2024 through 2032 shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.
543	90.11 - 90.13	TITLE III SEC. 303.(c)	ORPHANED, ABANDONED, OR IDLED WELLS ON FEDERAL LAND.—Section 349 of the Energy Policy Act of 2005 (42 U.S.C. 15907) is amended—
544	90.14 - 90.14	TITLE III SEC. 303.(c)(1)	in subsection (g)—
545	90.15 - 90.15	TITLE III SEC. 303.(c)(1)(A)	in paragraph (1)—
546	90.16 - 90.18	TITLE III SEC. 303.(c)(1)(A)(i)	by striking ‘‘to facilitate State efforts’’ and inserting ‘‘and Indian Tribes to facilitate State and Tribal efforts’’; and
547	90.19 - 90.21	TITLE III SEC. 303.(c)(1)(A)(ii)	by striking ‘‘on State or private land’’ and inserting ‘‘on State, Tribal, or private land’’;
548	90.22 - 90.22	TITLE III SEC. 303.(c)(1)(B)	in paragraph (2)—
549	90.23 - 91.2	TITLE III SEC. 303.(c)(1)(B)(i)	by striking ‘‘Commission, to assist the States’’ and inserting ‘‘Commission, and Indian Tribes to assist the States and Indian Tribes’’; and
550	91.3 - 91.5	TITLE III SEC. 303.(c)(1)(B)(ii)	by striking ‘‘on State and private land’’ and inserting ‘‘on State, Tribal, and private land, as applicable’’; and
551	91.6 - 91.7	TITLE III SEC. 303.(c)(1)(C)	in paragraph (3)(D), by inserting ‘‘or Tribal’’ after ‘‘State’’;
552	91.8 - 91.9	TITLE III SEC. 303.(c)(2)	by striking subsection (h) and inserting the following:
553	91.10 - 91.10	[TITLE III SEC. 303.(c)(2)] (h)	FUNDING.—
554	91.11 - 91.16	[TITLE III SEC. 303.(c)(2)] (h)(1)	IN GENERAL.—There is appropriated to carry out this section, out of any funds in the Treasury not otherwise appropriated, $800,000,000 for each of fiscal years 2023 through 2032, to remain available until expended, of which $100,000,000 shall be used each fiscal year to carry out subsection (g).
556	91.18 - 91.24	[TITLE III SEC. 303.(c)(2)] (h)(2)	INFLATION ADJUSTMENT.—The amount made available under paragraph (1) for each of fiscal years 2024 through 2032 shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.’’; and
557	91.25 - 91.25	TITLE III SEC. 303.(c)(3)	by adding at the end the following:
558	92.1 - 92.4	[TITLE III SEC. 303.(c)(3)] (j)	CONDITION ON USE OF FUNDS.—Amounts made available to carry out this section shall only be used to remediate, reclaim, or close orphaned, abandoned, or idled oil and gas wells for which there is no responsible party.’’.
559	92.5 - 92.5	TITLE III SEC. 304.	COMMUNITY ASSISTANCE PROGRAMS.
560	92.6 - 92.7	TITLE III SEC. 304.(a)	IN GENERAL.—There are appropriated, out of any funds in the Treasury not otherwise appropriated—
561	92.8 - 92.10	TITLE III SEC. 304.(a)(1)	to the Appalachian Regional Commission for the Partnerships for Opportunity and Workforce and Economic Revitalization (POWER) Initiative—
562	92.11 - 92.11	TITLE III SEC. 304.(a)(1)(A)	$80,000,000 for fiscal year 2023;
563	92.12 - 92.12	TITLE III SEC. 304.(a)(1)(B)	$110,000,000 for fiscal year 2024; and
564	92.13 - 92.14	TITLE III SEC. 304.(a)(1)(C)	$150,000,000 for each of fiscal years 2025 through 2032;
565	92.15 - 92.17	TITLE III SEC. 304.(a)(2)	to the Secretary of Commerce for the Assistance for Coal Communities initiative of the Economic Development Administration—
566	92.18 - 92.18	TITLE III SEC. 304.(a)(2)(A)	$50,000,000 for fiscal year 2023;
567	92.19 - 92.19	TITLE III SEC. 304.(a)(2)(B)	$70,000,000 for fiscal year 2024; and
568	92.20 - 92.21	TITLE III SEC. 304.(a)(2)(C)	$90,000,000 for each of fiscal years 2025 through 2032; and
569	92.22 - 92.23	TITLE III SEC. 304.(a)(3)	for each of fiscal years 2023 through 2032—
570	92.24 - 93.2	TITLE III SEC. 304.(a)(3)(A)	$30,000,000 to the Appalachian Regional Commission for the high speed broadband deployment initiative under section 14509 of title 40, United States Code; and
571	93.3 - 93.5	TITLE III SEC. 304.(a)(3)(B)(i)	$5,000,000 to the Appalachian Regional Commission for salaries and other costs related to hiring additional employees; and
572	93.6 - 93.8	TITLE III SEC. 304.(a)(3)(B)(ii)	$3,000,000 to the Economic Development Administration for salaries and other costs related to hiring additional employees.
573	93.9 - 93.9	TITLE III SEC. 304.(b)	INFLATION ADJUSTMENT.—
574	93.10 - 93.16	TITLE III SEC. 304.(b)(1)	IN GENERAL.—The amount made available under each of paragraphs (1)(C) and (2)(C) of subsection (a) for each of fiscal years 2026 through 2032 shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.
575	93.17 - 93.19	TITLE III SEC. 304.(b)(2)	ADDITIONAL ADJUSTMENTS.—The amount made available under each of paragraph (3)(A) and clauses (i) and (ii) of paragraph (3)(B) of subsection (a) for each of fiscal years 2024 through 2032 shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.
577	94.1 - 94.5	TITLE III SEC. 304.(c)	SUPPLEMENT, NOT SUPPLANT.—Amounts made available under subsection (a)(3)(B) shall supplement, and not supplant, amounts otherwise made available for the programs, initiatives, and purposes described in that subsection.
578	94.6 - 94.6	TITLE III SEC. 304.(d)	ASSISTANCE TO OIL AND GAS COMMUNITIES.—
579	94.7 - 94.9	TITLE III SEC. 304.(d)(1)	IN GENERAL.—Section 209(c) of the Public Works and Economic Development Act of 1965 (42 U.S.C. 3149(c)) is amended—
580	94.10 - 94.11	TITLE III SEC. 304.(d)(1)(A)	in paragraph (4), by striking ‘‘or’’ at the end;
581	94.12 - 94.13	TITLE III SEC. 304.(d)(1)(B)	in paragraph (5), by striking the period at the end and inserting ‘‘; or’’; and
582	94.14 - 94.14	TITLE III SEC. 304.(d)(1)(C)	by adding at the end the following:
583	94.15 - 94.22	[TITLE III SEC. 304.(d)(1)(C)] (6)	the loss of jobs, economic activity, or public revenues attributable to a decline in oil, natural gas, or mineral extraction from Federal land and related industries, for activities and programs that support economic diversification, job creation, capital investment, such as environmental remediation and infrastructure development, and workforce development and reemployment opportunities.’’.
584	94.23 - 95.2	TITLE III SEC. 304.(d)(2)	COST SHARING.—Section 204(c) of the Public Works and Economic Development Act of 1965 (42 U.S.C. 3144(c)) is amended by adding at the end the following:
585	95.3 - 95.7	[TITLE III SEC. 304.(d)(2)] (4)	ASSISTANCE FOR OIL AND GAS COMMUNITIES.—In the case of a grant under section 209 for a community described in subsection (c)(6) of that section, the Secretary may increase the Federal share up to 100 percent of the cost of the project.’’.
586	95.8 - 95.11	TITLE III SEC. 304.(d)(3)	FUNDING.—Title VII of the Public Works and Economic Development Act of 1965 (42 U.S.C. 3231 et seq.) is amended by adding at the end the following:
587	95.12 - 95.13	[TITLE III SEC. 304.(d)(3)] SEC. 705.	APPROPRIATIONS FOR OIL AND GAS COMMUNITIES.
588	95.14 - 95.18	[TITLE III SEC. 304.(d)(3)] SEC. 705.(a)	IN GENERAL.—In addition to amounts made available under section 701, there is appropriated, out of any funds in the Treasury not otherwise appropriated, $200,000,000 for fiscal year 2027 and each fiscal year thereafter to carry out section 209(c)(6).
589	95.19 - 95.23	[TITLE III SEC. 304.(d)(3)] SEC. 705.(b)	ADJUSTMENT.—The amount made available under subsection (a) shall be adjusted annually to reflect the change in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.’’.
590	96.1 - 96.3	TITLE IV	—ASSISTANCE TO ENVIRONMENTAL JUSTICE COMMUNITIES
591	96.4 - 96.5	TITLE IV SEC. 401.	ASSISTANCE TO ENVIRONMENTAL JUSTICE COMMUNITIES.
592	96.6 - 96.8	TITLE IV SEC. 401.(a)	IN GENERAL.—For each fiscal year beginning after September 30, 2022, the amounts appropriated under subsection (b) shall be apportioned as follows:
593	96.9 - 96.9	TITLE IV SEC. 401.(a)(1)	ENERGY AFFORDABILITY.—
594	96.10 - 96.15	TITLE IV SEC. 401.(a)(1)(A)	For the low-income home energy assistance program established under the Low-Income Home Energy Assistance Act of 1981 (42 U.S.C. 8621 et seq.), 33 percent of such amounts, of which 3 percent shall be allocated to Indian Tribes.
595	96.16 - 96.20	TITLE IV SEC. 401.(a)(1)(B)	For the weatherization assistance program implemented under part A of title IV of the Energy Conservation and Production Act (42 U.S.C. 6861 et seq.), 24 percent of such amounts.
596	96.21 - 96.22	TITLE IV SEC. 401.(a)(2)	POLLUTION REDUCTION IN ENVIRONMENTAL JUSTICE COMMUNITIES.—
597	96.23 - 97.7	TITLE IV SEC. 401.(a)(2)(A)	For awarding competitive grants under the State Energy Program established under part D of title III of the Energy Policy and Conservation Act (42 U.S.C. 6321 et seq.) to State energy offices to promote distributed energy resources, microgrids, community solar, energy efficiency, energy resilience, and building electrification in environmental justice communities (as defined in section 102(a)), 13 percent of such amounts.
598	97.8 - 97.14	TITLE IV SEC. 401.(a)(2)(B)	For grants under the Environmental Justice Small Grants Program and the Environmental Justice Collaborative Problem-Solving Cooperative Agreement Program (as those programs are in existence on the date of enactment of this Act) of the Environmental Protection Agency, 3 percent of such amounts.
599	97.15 - 97.18	TITLE IV SEC. 401.(a)(2)(C)	For enforcement activities of the Environmental Protection Agency under section 113 of the Clean Air Act (42 U.S.C. 7413), 3 percent of such amounts.
600	97.19 - 98.2	TITLE IV SEC. 401.(a)(2)(D)	For grants under the low or no emission grant program under subsection (c) of section 5339 of title 49, United States Code, 8 percent of such amounts, subject to the requirement that the amounts are used only to finance eligible projects under that subsection with respect to zero emission vehicles (as defined in paragraph (1) of that subsection).
601	98.3 - 98.6	TITLE IV SEC. 401.(a)(2)(E)	For grants under subtitle G of title VII of the Energy Policy Act of 2005 (42 U.S.C. 16131 et seq.), 6 percent of such amounts.
602	98.7 - 98.10	TITLE IV SEC. 401.(a)(2)(F)	For the urban and community forestry program under section 9 of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2105), 0.5 percent of such amounts.
603	98.11 - 98.12	TITLE IV SEC. 401.(a)(3)	BUSINESS DEVELOPMENT AND CAREER TRAINING.—
604	98.13 - 98.18	TITLE IV SEC. 401.(a)(3)(A)	For the Environmental Workforce and Job Training Grants program established under section 104(k)(7) of the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (42 U.S.C. 9604(k)(7)), 1 percent of such amounts.
